Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Duration,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price
FL128701,SpiceJet,Chennai,Bangalore,2025-11-11,16:20,18:31,131 min,1 stop,306.1 km,Business,27,Autumn,Tuesday,ATR 72,Mobile App,,4046.82
FL133200,Qatar Airways,Jaipur Airport,Singapore Airport,2026-08-27,20:05,2:01 AM,5h 56m,non-stop,4241.9,Economy,0,Monsoon,Thursday,Airbus A350,Website,1,58328.01
FL191158,Indigo,Hyderabad,Jaipur,2025-01-14,,02:07,1h 57m,0,1134.5,Premium Economy,10,Winter,,Airbus A320,Travel Agent,2,9155.97
FL125860,Air India,Hyderabad,Sydney,2025-08-25,9:30 PM,14:33,1023 min,2 stops,10236.9,Economy,108,Monsoon,Monday,Boeing 787 Dreamliner,Website,1,45793.96
FL126214,Qatar Airways,DXB,Chennai Airport,2026-04-21,20:45,01:12,4h 27m,0,3085.5,Economy,8,Summer,Tuesday,Airbus A380,Third-Party,3,55216.06
FL185678,GoFirst,Kolkata,Mumbai Airport,2025-01-31,2:40 PM,19:03,4h 24m,1,1691.5,Economy,3,Winter,Friday,,Travel Agent,2,16844.98
FL119712,British Airways,Goa,Dubai Airport,2026-01-14,00:10,05:13,5h 03m,1 stop,2323.3,Business,48,,Wednesday,Airbus A380,Website,6,88057.16
FL112659,British Airways,Bangalore,,2026-03-23,08:15,14:53,6h 38m,1,3397.0,Economy,172,Summer,Monday,Airbus A320,Mobile App,1,26831.96
FL154585,Lufthansa,Sydney,BKK,2025-10-05,16:35,04:08,693 min,1,7641.0,Economy,18,Autumn,Sunday,Airbus A380,Travel Agent,1,85943.13
FL192139,Lufthansa,Sydney,Kolkata Airport,2025-11-30,1:50 AM,4:28 PM,879 min,1,9774.9,Economy,90,Autumn,Sunday,Airbus A350,Airport Counter,2,90908.77
FL131762,Lufthansa,Chennai,Sydney,2026-09-08,4:15 AM,5:14 PM,12h 59m,0,9742.6,Economy,161,Monsoon,Tuesday,Airbus A350,Mobile App,1,93084.9
FL182662,Indigo,Kolkata,Ahmedabad Airport,2026-11-21,00:45,05:34,4h 49m,2,,Economy,34,Autumn,Saturday,,Airport Counter,2,
FL132764,Etihad Airways,Delhi,London,2026-07-24,1:15 PM,00:05,10h 51m,1,6947.8,,3,Monsoon,Friday,Airbus A320,Third-Party,2,123359.45
FL189920,Singapore Airlines,Doha,Bangalore,,21:15,1:49 AM,4h 34m,non-stop,3172.8,Economy,53,,Thursday,Airbus A380,Mobile App,1,25933.27
FL191405,Emirates,Mumbai,Dubai,2026-05-04,04:05,07:15,3h 11m,0,2087.7,Premium Economy,2,Summer,Monday,Boeing 787 Dreamliner,Website,3,79668.58
FL146929,AIRASIA INDIA,Chennai,Kolkata Airport,2026-02-04,5:10 PM,20:51,3h 42m,1,1407.4,Premium Economy,34,Winter,Wednesday,Airbus A320,Mobile App,2,7499.78
FL154327,Thai Airways,Frankfurt Airport,Goa Airport,2025-03-28,22:45,09:33,10h 48m,1,6963.5,Business,99,Summer,Friday,Airbus A350,Mobile App,2,169148.43
FL151965,,Mumbai,Goa,2025-12-08,03:05,04:09,1h 04m,0,445.9,Economy,102,Winter,Monday,Airbus A320,Third-Party,6,2517.86
FL106106,GoFirst,Chennai Airport,Hyderabad,2025-01-03,1:00 AM,,2h 50m,1 stop,537.2 km,Economy,3,Winter,Friday,Airbus A321,Website,2,3923.93
FL144976,Emirates,Doha Airport,Frankfurt,2026-07-03,13:25,19:55,6h 30m,non-stop,4682.9,Economy,113,Monsoon,Friday,Boeing 787 Dreamliner,Travel Agent,1,41322.52
FL188827,spicejet,Delhi Airport,Kolkata,2026-10-01,16:25,18:38,2h 13m,0,1342.2,Economy,8,Autumn,Thursday,Boeing 737,Travel Agent,4,6351.04
FL104986,Vistara,Bangalore,Dubai,2026-06-24,13:00,18:45,5h 46m,1,2916.8,Economy,41,Monsoon,Wednesday,Boeing 777,Travel Agent,1,16344.16
FL144379,ETIHAD AIRWAYS,Chennai,New York,2026-10-09,06:50,3:03 AM,20h 14m,1,13997.2,Economy,38,Autumn,Friday,Airbus A350,Mobile App,1,
FL152667,Air India,Mumbai,DOH,2025-04-20,14:05,21:15,7h 10m,2 stops,2468.4,Economy,12,,Sunday,Airbus A380,Mobile App,3,"Rs. 18,079.24"
FL115549,AirAsia India,Goa,Pune Airport,2026-08-03,12:40 AM,02:37,1.96,1 stop,353.0,Business,5,Monsoon,Monday,Airbus A320,Website,1,6261.83
FL135098,,Jaipur Airport,Hyderabad,2025-01-05,09:20,12:35 PM,3.25,1 stop,1149.8,Business,8,Winter,Sunday,Boeing 737,Mobile App,2,25000
FL175784,Qatar Airways,Sydney Airport,DXB,2026-07-10,13:50,10:15,20h 26m,,12742.4,First,7,,Friday,Airbus A380,Website,1,200000
FL172095,Etihad Airways,Mumbai Airport,Sydney,2026-04-20,02:45,6:30 PM,15h 45m,1,10947.4,Economy,159,,Monday,Airbus A380,Website,2,113263.9
FL106075,Singapore Airlines,Singapore,Ahmedabad,2026-08-18,2:05 AM,08:00,5h 55m,non-stop,4231.3,Premium Economy,13,Monsoon,Tuesday,Airbus A350,Travel Agent,1,95971.12
FL107713,Emirates,Singapore,Bangalore,2025-09-09,10:20,4:48 PM,6.48,1 stop,3375.8,Economy,138,Monsoon,Tuesday,Boeing 787 Dreamliner,Website,1,31241.05
FL109292,Qatar Airways,Bangkok,Singapore Airport,2025-02-09,4:15 AM,6:37 AM,143 min,0,1463.7,Economy,6,Winter,Sunday,Airbus A350,Website,4,20995.85
FL140373,Qatar Airways,Mumbai Airport,Doha,2025-05-27,11:35 PM,3:10 AM,3h 35m,non-stop,2410.2,Economy,39,Summer,Tuesday,Boeing 777,Mobile App,two,30993.01
FL108332,Air India,,Dubai,2026-03-27,7:05 AM,10:19,3.24,0,2137.0,Economy,29,Summer,Friday,Airbus A320,Mobile App,2,23648.49
FL106323,SpiceJet,Jaipur,Ahmedabad,2026-10-10,10:05 PM,23:19,1h 14m,0,574.7,Economy,15,Autumn,Saturday,ATR 72,Third-Party,6,2544.83
FL141748,Lufthansa,Jaipur,New York,2025-08-20,19:35,1:19 PM,17h 44m,1,12600.0,Economy,10,Monsoon,Wednesday,Boeing 777,Travel Agent,,123307.0
FL112407,Qatar Airways,New York,Pune,2025-04-20,8:35 PM,3:15 PM,18h 41m,1,12988.7,Premium Economy,7,Summer,Sunday,Boeing 787 Dreamliner,Website,1,200000
FL158153,GoFirst,Kolkata,Delhi,2026-08-14,16:25,18:40,136 min,0,1378.0,Premium Economy,10,Monsoon,Friday,ATR 72,Third-Party,5,9181.13
FL154778,,GOI,Mumbai,2025-02-22,1:15 PM,15:53,2h 38m,1 stop,427.3,Economy,63,Winter,Saturday,ATR 72,Travel Agent,2,2255.06
FL165246,Qatar Airways,BLR,BKK,2026-07-18,1:50 PM,17:44,3h 55m,0,2661.3,Economy,6,Monsoon,Saturday,Airbus A350,Travel Agent,1,48881.67
FL121527,Lufthansa,,Sydney,,8:50 PM,06:46,9h 56m,,6365.9,Economy,1,Monsoon,Tuesday,Airbus A350,Website,3,101243.21
FL158953,SpiceJet,Ahmedabad,Bangalore,2025-08-31,16:35,22:09,5h 35m,2 stops,1287.1,First,45,Monsoon,Sunday,Boeing 737,Travel Agent,4,24641.63
FL177054,SpiceJet,Jaipur Airport,Hyderabad Airport,2026-11-07,13:15,5:34 PM,4h 19m,2 stops,1105.8,Economy,165,Autumn,Saturday,ATR 72,Website,1,4134.32
FL174360,Singapore Airlines,JFK,Goa,2025-04-30,22:00,15:45,17.76,0,13462.5,Business,17,Summer,Wednesday,Airbus A350,Mobile App,,200000
FL197221,Singapore Airlines,New York,,2026-07-21,03:20,1:53 AM,22h 34m,2 stops,14404.8,Economy,50,Monsoon,Tuesday,Boeing 777,Mobile App,1,123422.8
FL101036,Etihad Airways,Sydney,Frankfurt,2026-05-23,09:10,09:58,24h 48m,2,16682.0,,1,Summer,Saturday,Boeing 777,Website,1,200000
FL161389,AirAsia India,Delhi,Bangalore Airport,2025-09-02,7:15 PM,23:05,3.84,1 stop,1820.3,Economy,11,Monsoon,Tuesday,Boeing 737,Website,6,7516.33
FL128244,,HYD,Doha Airport,2025-05-29,17:00,11:02 PM,6h 02m,1,2983.9,Business,42,Summer,Thursday,Airbus A350,Mobile App,1,73876.1
FL100132,Lufthansa,Frankfurt,Bangkok,2025-04-15,23:50,1:43 PM,13h 54m,1,9047.7,Economy,101,Summer,Tuesday,Boeing 777,Website,6,88606.39
FL180550,Qatar Airways,LHR,Doha,2026-10-08,9:55 AM,17:08,7h 13m,non-stop,5241.0,Economy,175,Autumn,Thursday,Airbus A380,Mobile App,1,55802.98
FL102798,Lufthansa,BKK,Mumbai,2026-11-21,02:10,07:43,5h 34m,1 stop,3113.6,Economy,113,,Saturday,Boeing 787 Dreamliner,Website,1,32761.69
FL151812,Vistara,JFK,Pune Airport,2025-12-21,15:30,9:56 AM,18h 27m,1 stop,12679.8,Business,156,Winter,Sunday,Airbus A380,Mobile App,3,200000
FL156001,Thai Airways,Frankfurt,JAI,2025-08-14,11:45,9:31 PM,9h 46m,1,6161.5,First,40,Monsoon,Thursday,Boeing 777,Mobile App,6,200000
FL153211,GoFirst,Chennai,GOI,2025-03-02,22:50,12:17 AM,88 min,non-stop,751.3,Economy,23,Summer,Sunday,ATR 72,Mobile App,2,
FL142926,Lufthansa,CCU,Frankfurt,2025-03-04,17:30,07:06,13h 37m,2,,Economy,100,Summer,Tuesday,Boeing 777,Travel Agent,1,64315.16
FL106115,British Airways,Delhi,Sydney,2025-06-12,2:25 AM,6:18 PM,15h 53m,1,10834.4,Economy,6 days,Monsoon,Thursday,Airbus A380,Mobile App,3,107206.47
FL103590,ETIHAD AIRWAYS,Kolkata,Doha,2026-06-30,09:10,3:56 PM,6h 46m,1 stop,3746.9,Business,11,Monsoon,Tuesday,,Travel Agent,1,83685.01
FL138252,singapore airlines,New York,Doha,2025-07-19,14:20,,,,11568.2,Economy,85,Monsoon,,Boeing 777,Mobile App,5,78627.44
FL194410,British Airways,Doha,Hyderabad,2025-03-20,02:20,07:54,5.58,1 stop,2931.6,Premium Economy,1,Summer,Thursday,Airbus A350,Travel Agent,2,53765.19
FL192711,Lufthansa,New York,Pune,2026-02-22,06:20,2:25 AM,1205 min,2,13545.6,Business,0,Winter,Sunday,Boeing 787 Dreamliner,Mobile App,1,200000
FL152347,Vistara,,,2026-07-05,1:00 PM,8:36 PM,7h 36m,1 stop,4203.9,Economy,3,,Sunday,Airbus A350,Travel Agent,2,71909.84
FL193969,Emirates,London,DXB,2026-11-02,15:20,00:03,8h 44m,1,5476.0,Premium Economy,6,Autumn,Monday,Boeing 777,Travel Agent,2,80832.46
FL164043,Lufthansa,Bangkok,Sydney,2025-01-12,18:45,06:23,699 min,1,7892.0,Economy,8,Winter,,Airbus A380,Mobile App,4,124834.73
FL123416,Qatar Airways,Hyderabad Airport,SYD,2026-10-22,17:10,7:38 AM,14h 28m,1 stop,9811.6,Economy,12,Autumn,Thursday,Airbus A350,Mobile App,1,93471.29
FL138963,Singapore Airlines,Dubai,New York,2026-07-18,1:05 PM,03:54,890 min,non-stop,11173.7,Premium Economy,7,Monsoon,Saturday,Airbus A320,Website,1,196517.06
FL164593,Qatar Airways,PNQ,London,2026-06-09,,3:51 PM,,0,7754.8,Economy,0,Monsoon,Tuesday,Airbus A350,Mobile App,2,112373.16
FL129965,Emirates,Chennai,Singapore,2025-10-07,13:05,5:25 PM,260 min,0,2992.1,Economy,37,Autumn,Tuesday,Airbus A320,Mobile App,2,21532.92
FL178035,Thai Airways,Bangkok,Jaipur,2025-02-04,22:40,,4h 18m,non-stop,2967.5,Economy,10,Winter,Tuesday,Airbus A380,Mobile App,1,45674.27
FL184524,Lufthansa,Doha,,,10:35,15:25,4h 51m,0,3392.8,Economy,12,Monsoon,Thursday,Boeing 777,Travel Agent,3,42294.36
FL157493,Indigo,Chennai,Bangalore,2026-06-26,13:40,,130 min,1,312.2,Economy,21,Monsoon,Friday,Boeing 737,Website,2,2000
FL123975,thai airways,Frankfurt Airport,Bangalore Airport,2025-04-20,8:55 AM,21:15,12h 20m,1,7867.4,Business,6,Summer,Sunday,Airbus A350,Third-Party,2,200000
FL179044,British Airways,Dubai Airport,Bangalore,2025-09-23,04:00,09:31,5h 32m,1 stop,2906.9,Economy,40,Monsoon,Tuesday,Airbus A350,,1,19990.65
FL161755,GoFirst,Ahmedabad,Delhi,2026-09-06,17:00,20:02,182 min,1 stop,781.2,Economy,7,Monsoon,Sunday,Boeing 737,Website,4,5290.48
FL114985,,Doha Airport,New York,2026-01-17,10:20,1:23 AM,15h 04m,non-stop,11358.8,Economy,45,Winter,Saturday,Airbus A380,Website,2,111440.71
FL155742,Emirates,New York Airport,Kolkata,2025-01-04,01:00,21:12,20h 12m,2 stops,13198.7,Economy,2,Winter,,Boeing 787 Dreamliner,Mobile App,4,200000
FL168840,Singapore Airlines,Chennai Airport,Sydney,2026-03-30,03:50,17:20,,1,9310.8,Economy,0,Summer,Monday,Airbus A320,Travel Agent,4,135736.69
FL119535,EMIRATES,LHR,Jaipur Airport,2026-01-09,8:40 AM,7:52 PM,11.22,1,7168.6,Economy,17,Winter,Friday,Boeing 777,Travel Agent,one,75069.8
FL166828,GoFirst,Kolkata,Pune,2026-03-14,8:25 AM,12:27 PM,4h 03m,1,1635.0,Premium Economy,12,,Saturday,ATR 72,Third-Party,6,14434.02
FL181872,Air India,Jaipur,Chennai Airport,2025-06-02,04:50,8:57 AM,4h 07m,,1643.3,Premium Economy,34,Monsoon,Monday,ATR 72,Mobile App,3,12913.3
FL108988,Thai Airways,,New York,2025-01-01,4:15 PM,09:16,17h 01m,0,12889.1,Economy,2,,Wednesday,Airbus A320,Mobile App,2,200000
FL169152,Emirates,Sydney Airport,New York,2026-09-17,02:20,01:50,23h 30m,1,16604.2,Economy,118,Monsoon,Thursday,Boeing 787 Dreamliner,Travel Agent,1,
FL163043,Qatar Airways,Goa,Doha Airport,2026-06-07,18:10,21:57,3h 48m,0,2573.3,,,Monsoon,Sunday,Airbus A380,,2,65375.92
FL173789,Lufthansa,Chennai,LHR,2025-12-19,12:50,00:28,11h 38m,0,8689.0,Business,53,Winter,Friday,Boeing 787 Dreamliner,Mobile App,1,200000
FL193802,Etihad Airways,New York,Chennai,2026-04-15,5:45 AM,02:13,20.47,2 stops,13692.0,,114,Summer,,Airbus A320,Mobile App,1,145642.95
FL174665,Vistara,SIN,Chennai,2026-07-28,10:55,15:09,4h 15m,non-stop,2921.2,Economy,7,Monsoon,Tuesday,Airbus A320,Website,1,
FL184172,gofirst,Ahmedabad,JAI,2025-10-20,10:45 PM,1:42 AM,2h 58m,1,572.3,Economy,39,Autumn,Monday,ATR 72,Travel Agent,1,2038.86
FL116397,Singapore Airlines,New York,Sydney,2025-08-19,11:20,10:28 AM,1388 min,1,16371.1,Business,23,Monsoon,Tuesday,Boeing 787 Dreamliner,Mobile App,3,200000
FL113322,Lufthansa,London Airport,BKK,2026-01-27,3:55 AM,6:59 PM,15h 04m,1,10176.5,Economy,78,Winter,Tuesday,Airbus A380,Airport Counter,2,133173.79
FL125146,Etihad Airways,Goa Airport,Doha,2026-06-26,6:10 AM,11:05,4h 56m,1,2630.8,Economy,47,Monsoon,Friday,Airbus A380,Travel Agent,2,24430.12
FL107995,Thai Airways,Bangkok,Bangalore,2025-08-03,14:30,6:19 PM,3h 49m,0,2591.5,Business,21,Monsoon,Sunday,Boeing 787 Dreamliner,Website,,65344.73
FL143354,AirAsia India,JAI,Goa,,17:25,21:01,3.61,1,1321.1,Business,6,Monsoon,Wednesday,Boeing 737,Airport Counter,1,25000
FL112182,Singapore Airlines,Bangkok,Frankfurt,2025-10-03,19:20,07:47,12h 28m,0,9328.2,Premium Economy,0,Autumn,Friday,Airbus A380,Mobile App,2,200000
FL182022,Etihad Airways,Jaipur,Sydney,2025-08-08,4:00 AM,21:15,,2 stops,10588.1,Business,31,Monsoon,Friday,Airbus A350,Website,1,200000
FL193562,Etihad Airways,London,Jaipur Airport,2026-01-01,10:50 PM,8:18 AM,9.48,0,7004.0,Economy,2,Winter,Thursday,Airbus A350,Mobile App,6,157862.66
FL157722,GoFirst,,,2025-07-29,21:00,9:52 PM,0h 53m,0,,Premium Economy,6,Monsoon,Tuesday,Airbus A320,Travel Agent,1,3297.19
FL136019,,HYD,London,2026-06-30,20:55,7:23 AM,10h 29m,non-stop,7784.6,Premium Economy,8,Monsoon,Tuesday,Airbus A320,Website,2,142779.53
FL120455,Singapore Airlines,Kolkata,DOH,2025-08-13,19:40,01:04,325 min,non-stop,3834.8,Premium Economy,1,Monsoon,Wednesday,Airbus A320,Mobile App,1,
FL117820,Lufthansa,Singapore Airport,Goa Airport,2025-04-17,6:15 AM,11:29,5h 15m,0,3700.6,Economy,14,Summer,Thursday,Boeing 777,,6,55964.04
FL153453,SpiceJet,MAA,Mumbai,2026-07-13,18:20,8:11 PM,1h 52m,0,1062.5,Economy,177,Monsoon,Monday,ATR 72,Travel Agent,1,4739.3
FL185268,British Airways,Mumbai,LHR,2025-08-24,4:25 AM,15:46,11h 22m,1 stop,7569.5,Economy,4,Monsoon,Sunday,Airbus A380,Website,4,84252.17
FL150473,,Bangalore Airport,Dubai,2026-12-28,3:05 AM,7:11 AM,4h 07m,non-stop,2817.4,Economy,31,Winter,Monday,Boeing 787 Dreamliner,Mobile App,1,34465.53
FL165669,SpiceJet,JAI,Chennai,2025-04-11,05:15,07:52,2.63,non-stop,1659.5,Premium Economy,9,Summer,Friday,Airbus A321,Mobile App,2,13008.22
FL153916,British Airways,Dubai,Goa,2025-01-22,11:10,15:50,4h 40m,1,2375.1,Business,11,Winter,Wednesday,Airbus A350,Mobile App,3,95686.44
FL127425,British Airways,London,Singapore,2025-01-21,10:05 AM,3:28 AM,1043 min,2,11491.5,Economy,31,Winter,Tuesday,Airbus A320,Website,6,88632.77
FL100511,AirAsia India,Jaipur,,2026-10-19,3:25 AM,5:52 AM,2h 28m,1,554.2,Economy,24,Autumn,Monday,Airbus A320,Website,1,2000
FL133126,Singapore Airlines,DXB,London,2025-12-06,21:10,6:26 AM,9.27,1,5833.9,,173,Winter,Saturday,Airbus A350,Travel Agent,4,53548.11
FL152252,Lufthansa,Jaipur,,2026-07-24,06:45,10:36,3h 51m,0,2616.6,Economy,13,,Friday,Airbus A320,Website,1,30263.56
FL142047,Qatar Airways,Hyderabad Airport,Frankfurt,2026-01-03,18:55,06:13,11h 19m,1,7194.4,First,5,Winter,Saturday,Airbus A320,Mobile App,1,200000
FL104383,Vistara,Sydney,London,2026-08-10,22:50,00:55,26h 05m,2,18345.1,Economy,12,Monsoon,Monday,Boeing 787 Dreamliner,Website,,114820.09
FL165474,,Bangalore,JFK,2026-05-20,20:20,15:39,19h 20m,1 stop,13772.2,Economy,1,Summer,Wednesday,Boeing 787 Dreamliner,Website,1,200000
FL157713,SpiceJet,Goa,Hyderabad,2025-12-14,04:35,05:49,1.25,0,584.4,Economy,54,Winter,Sunday,Airbus A321,Website,2,3881.44
FL128077,Singapore Airlines,LHR,Doha,2026-09-27,8:35 PM,03:54,7h 20m,0,5327.3,Economy,0,Monsoon,Sunday,Boeing 777,Travel Agent,1,115228.98
FL145286,lufthansa,SIN,BOM,2026-01-02,20:35,,7.12,1 stop,4181.1,Economy,170,,Friday,Airbus A350,Third-Party,2,31605.5
FL106008,Air India,Bangalore,Delhi,2026-03-06,03:30,,2h 45m,0,1759.0,First,125,,Friday,ATR 72,,2,25000
FL161050,GoFirst,Hyderabad Airport,Kolkata,2026-02-21,00:55,3:02 AM,2h 08m,non-stop,1271.1,Premium Economy,29,Winter,,Airbus A321,Travel Agent,2,13240.0
FL124658,SINGAPORE AIRLINES,Singapore,GOI,2025-04-27,06:15,14:49,,2 stops,3784.9,Economy,2,Summer,Sunday,,Travel Agent,1,62300.05
FL138837,Thai Airways,BOM,New York,2025-05-01,13:40,08:05,18h 25m,1 stop,12924.0,Economy,12,Summer,Thursday,Airbus A380,Airport Counter,1,133869.97
FL144445,British Airways,PNQ,,2026-01-08,20:40,03:14,6h 34m,1,3947.8,Economy,83,Winter,Thursday,Airbus A380,Mobile App,1,32808.78
FL185203,Singapore Airlines,Singapore,Sydney,2025-03-02,22:45,09:01,10h 17m,1,6420.0,Premium Economy,98,Summer,Sunday,,Website,1,110482.63
FL197519,Lufthansa,Dubai,Jaipur,2026-03-14,19:40,22:50,3.18,non-stop,2091.6,Premium Economy,2,Summer,Saturday,Boeing 787 Dreamliner,Website,3,"Rs. 73,673.14"
FL173353,Qatar Airways,Sydney Airport,Bangalore,2025-04-23,15:20,06:18,14h 59m,1,10020.4,,0,Summer,Wednesday,Airbus A380,Travel Agent,1,200000
FL135166,Indigo,Chennai,Pune,2025-10-19,13:45,3:25 PM,100 min,non-stop,914.8,Economy,22,Autumn,Sunday,Boeing 737,Third-Party,2,3931.7
FL161984,Singapore Airlines,Singapore Airport,Sydney,2026-06-04,00:05,9:48 AM,9h 44m,1 stop,6394.7,Premium Economy,37,Monsoon,Thursday,Airbus A320,Mobile App,1,73872.44
FL177047,Vistara,Jaipur,PNQ,2026-06-17,8:40 PM,23:50,3h 11m,1 stop,996.2,Economy,12,Monsoon,Wednesday,,Website,1,5829.65
FL160690,Lufthansa,Frankfurt Airport,Goa,2025-02-23,8:10 AM,7:43 PM,11h 34m,2 stops,7044.5,Economy,33,Winter,Sunday,Airbus A380,Third-Party,3,51494.47
FL167976,Lufthansa,Hyderabad,Frankfurt Airport,2026-07-23,7:55 PM,07:46,711 min,1 stop,7646.6,Economy,26,Monsoon,Thursday,,Website,4,51477.09
FL162188,,Hyderabad,New York,2026-06-23,19:50,13:38,17h 48m,non-stop,13498.9,Economy,0,Monsoon,Tuesday,Airbus A350,Mobile App,3,200000
FL148833,GoFirst,Jaipur Airport,MAA,2025-03-29,12:50 AM,3:29 AM,2h 39m,non-stop,1678.2 km,Economy,34,Summer,Saturday,Boeing 737,Travel Agent,2,9587.69
FL127032,,Mumbai,Doha,2025-01-27,5:55 PM,23:05,5.18,1,2447.5,Economy,100,Winter,Monday,Boeing 777,Website,1,
FL101380,Thai Airways,New York Airport,Frankfurt,2025-10-03,23:20,8:21 AM,9h 02m,non-stop,6652.6,Economy,40,Autumn,Friday,Airbus A320,Mobile App,2,"Rs. 56,158.27"
FL168179,singapore airlines,Bangalore,DXB,2026-10-09,6:20 AM,11:27 AM,5.13,1,2715.1,First,8,Autumn,Friday,Airbus A350,Third-Party,1,138291.89
FL100801,Singapore Airlines,New York,Mumbai,2026-02-21,17:55,12:49 PM,18.91,1,13263.6,Business,164,Winter,Saturday,Airbus A320,Third-Party,1,200000
FL104587,etihad airways,Singapore,HYD,2025-08-16,11:25 AM,16:10,286 min,0,3322.1,Premium Economy,5,Monsoon,Saturday,Airbus A380,Third-Party,1,74177.87
FL111507,Emirates,Chennai,SYD,2026-01-28,1:45 AM,15:32,13h 47m,1,9168.6,Economy,73,Winter,Wednesday,Airbus A320,Website,3,73805.81
FL192710,qatar airways,New York,Bangkok,2026-11-05,13:10,9:47 AM,20h 37m,1 stop,14505.4,Economy,19,Autumn,Thursday,Airbus A320,Website,2,145666.11
FL192800,AirAsia India,Goa,Delhi,2025-12-11,00:45,3:16 AM,2h 31m,non-stop,1577.4,Premium Economy,20,Winter,Thursday,Airbus A320,Website,6,"Rs. 12,989.96"
FL195729,Indigo,Chennai Airport,Jaipur,2025-11-14,7:35 AM,10:15,2.68,non-stop,1702.8,Business,38,Autumn,Friday,Boeing 737,Website,,"Rs. 23,727.31"
FL115910,Qatar Airways,London,Sydney,2025-06-20,03:15,04:12,24h 58m,1,17917.4 km,Economy,12,Monsoon,Friday,Boeing 777,Mobile App,1,200000
FL110043,GoFirst,Chennai,Jaipur,2025-07-28,07:10,11:26,4h 17m,,,Premium Economy,149,Monsoon,Monday,Airbus A321,Website,1,8703.18
FL110815,Thai Airways,AMD,,2026-02-05,08:20,12:39,4h 19m,1,2177.3,Premium Economy,63,Winter,Thursday,Boeing 777,Mobile App,2,32348.74
FL184620,Thai Airways,Ahmedabad,SIN,2026-04-11,21:25,04:41,7h 17m,1,4428.9,Economy,15,Summer,Saturday,Airbus A320,Mobile App,1,66364.79
FL105590,Singapore Airlines,Hyderabad,Doha Airport,2025-08-20,1:40 PM,18:09,4h 29m,0,3111.2,Premium Economy,170,Monsoon,Wednesday,Airbus A350,Website,1,54375.25
FL110825,Emirates,Bangkok,LHR,2025-03-18,2:20 AM,,14h 45m,1,10024.5,Business,25,Summer,Tuesday,Boeing 787 Dreamliner,Website,3,200000
FL102483,Lufthansa,Frankfurt Airport,London,2026-12-23,05:40,8:32 AM,2h 52m,1 stop,640.1,Economy,4,Winter,Wednesday,Boeing 787 Dreamliner,Website,1,15000
FL119572,GoFirst,Pune,Chennai,2025-04-09,02:45,5:45 AM,181 min,1,939.9,Economy,52,Summer,Wednesday,ATR 72,Third-Party,2,4283.01
FL100611,GoFirst,Bangalore,Kolkata,2026-12-28,15:15,17:48,154 min,non-stop,1606.5,Economy,25,Winter,Monday,Boeing 737,Mobile App,2,7696.98
FL174405,Qatar Airways,London Airport,MAA,2026-10-23,22:10,11:00 AM,771 min,1 stop,8830.1,Economy,,Autumn,Friday,Boeing 787 Dreamliner,Travel Agent,2,98504.68
FL186447,Qatar Airways,Goa,Frankfurt,,02:25,15:17,772 min,2,7404.3,First,8,Monsoon,Saturday,Boeing 787 Dreamliner,Mobile App,3,200000
FL149060,Air India,,Mumbai,,15:45,18:24,2h 40m,1,450.7,,1,Monsoon,Wednesday,Airbus A320,Airport Counter,1,3030.38
FL131459,Indigo,MAA,GOI,2025-08-23,2:40 AM,5:20 AM,2h 40m,1,742.3,Economy,10,Monsoon,Saturday,Boeing 737,Mobile App,1,4003.93
FL105536,AirAsia India,Delhi Airport,Pune,2026-12-02,14:50,16:51,2h 02m,non-stop,1189.6,Economy,29,Winter,Wednesday,Airbus A320,Mobile App,1,6444.08
FL141801,British Airways,Dubai,Bangkok,2025-03-15,16:20,23:24,7h 05m,0,5133.5,,11,Summer,Saturday,Airbus A320,Mobile App,1,86782.61
FL188586,Air India,Bangkok,Mumbai,2026-05-07,06:20,,,2 stops,3144.2,Economy,145,Summer,Thursday,Airbus A380,Mobile App,1,17753.05
FL174057,British Airways,Bangkok,Bangalore Airport,2025-04-23,20:10,23:58,3h 49m,0,2581.9,Premium Economy,7,Summer,Wednesday,Boeing 787 Dreamliner,Airport Counter,1,79772.25
FL197126,airasia india,Ahmedabad,Chennai,2026-02-26,03:15,05:35,2.34,non-stop,,Economy,29,Winter,Thursday,Airbus A320,Website,2,7602.71
FL155125,,Singapore,Hyderabad,2025-03-29,7:10 PM,01:25,6h 15m,1 stop,,Economy,31,Summer,Saturday,Boeing 787 Dreamliner,Travel Agent,2,38783.03
FL101245,Thai Airways,London,Doha Airport,2025-11-26,20:40,3:53 AM,7h 13m,0,5239.3,Economy,102,Autumn,Wednesday,Boeing 777,Mobile App,1,41926.31
FL110536,Emirates,Chennai,Sydney,2025-11-17,11:15 PM,13:27,14h 12m,1,9304.3,Economy,11,Autumn,Monday,Airbus A350,Travel Agent,1,91274.83
FL180600,Lufthansa,Frankfurt,Jaipur,2026-06-07,2:35 PM,01:02,,1,6629.5,Economy,87,Monsoon,Sunday,Airbus A320,Website,1,70225.74
FL128089,Lufthansa,Bangalore Airport,SYD,2026-03-12,01:00,4:37 PM,15h 38m,2,9613.6,Economy,44 days,Summer,,Airbus A350,Mobile App,2,64333.05
